"zip","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone"
"00730","18.03256","-66.61384","Ponce","PR","Puerto Rico","TRUE","","32267","1877.0","72113","Ponce","{""72113"": 100}","Ponce","72113","FALSE","FALSE","America/Puerto_Rico"
"00731","18.09914","-66.63279","Ponce","PR","Puerto Rico","TRUE","","10473","82.6","72113","Ponce","{""72113"": 97.12, ""72001"": 2.88}","Ponce|Adjuntas","72113|72001","FALSE","FALSE","America/Puerto_Rico"
"00735","18.2525","-65.67534","Ceiba","PR","Puerto Rico","TRUE","","11164","157.5","72037","Ceiba","{""72037"": 94.57, ""72103"": 5.43}","Ceiba|Naguabo","72037|72103","FALSE","FALSE","America/Puerto_Rico"
"00736","18.10736","-66.14994","Cayey","PR","Puerto Rico","TRUE","","45867","322.6","72035","Cayey","{""72035"": 92.47, ""72041"": 7.53}","Cayey|Cidra","72035|72041","FALSE","FALSE","America/Puerto_Rico"
"00738","18.31793","-65.66793","Fajardo","PR","Puerto Rico","TRUE","","30093","392.3","72053","Fajardo","{""72053"": 99.58, ""72037"": 0.42}","Fajardo|Ceiba","72053|72037","FALSE","FALSE","America/Puerto_Rico"
"00739","18.17543","-66.16198","Cidra","PR","Puerto Rico","TRUE","","34678","435.1","72041","Cidra","{""72041"": 100}","Cidra","72041","FALSE","FALSE","America/Puerto_Rico"
"00740","18.33251","-65.63419","Puerto Real","PR","Puerto Rico","TRUE","","2034","1880.9","72053","Fajardo","{""72053"": 100}","Fajardo","72053","FALSE","FALSE","America/Puerto_Rico"
"00741","18.16569","-65.75506","Punta Santiago","PR","Puerto Rico","TRUE","","3627","615.1","72069","Humacao","{""72069"": 100}","Humacao","72069","FALSE","FALSE","America/Puerto_Rico"
"00745","18.3466","-65.81382","Rio Grande","PR","Puerto Rico","TRUE","","47494","301.9","72119","RÃ­o Grande","{""72119"": 99.78, ""72029"": 0.22}","RÃ­o Grande|CanÃ³vanas","72119|72029","FALSE","FALSE","America/Puerto_Rico"
"00751","18.01205","-66.25871","Salinas","PR","Puerto Rico","TRUE","","19570","124.4","72123","Salinas","{""72123"": 99.82, ""72035"": 0.18}","Salinas|Cayey","72123|72035","FALSE","FALSE","America/Puerto_Rico"
"00754","18.1447","-65.97565","San Lorenzo","PR","Puerto Rico","TRUE","","36576","282.5","72129","San Lorenzo","{""72129"": 100}","San Lorenzo","72129","FALSE","FALSE","America/Puerto_Rico"
"00757","17.9933","-66.39056","Santa Isabel","PR","Puerto Rico","TRUE","","20048","238.7","72133","Santa Isabel","{""72133"": 100}","Santa Isabel","72133","FALSE","FALSE","America/Puerto_Rico"
"00765","18.12365","-65.43013","Vieques","PR","Puerto Rico","TRUE","","8199","67.0","72147","Vieques","{""72147"": 100}","Vieques","72147","FALSE","FALSE","America/Puerto_Rico"
"00766","18.13039","-66.4757","Villalba","PR","Puerto Rico","TRUE","","22053","223.0","72149","Villalba","{""72149"": 93.48, ""72107"": 6.52}","Villalba|Orocovis","72149|72107","FALSE","FALSE","America/Puerto_Rico"
"00767","18.07033","-65.89618","Yabucoa","PR","Puerto Rico","TRUE","","30779","215.4","72151","Yabucoa","{""72151"": 99.33, ""72069"": 0.67}","Yabucoa|Humacao","72151|72069","FALSE","FALSE","America/Puerto_Rico"
"00769","18.09459","-66.3607","Coamo","PR","Puerto Rico","TRUE","","34374","172.2","72043","Coamo","{""72043"": 98.04, ""72133"": 1.96}","Coamo|Santa Isabel","72043|72133","FALSE","FALSE","America/Puerto_Rico"
"00771","18.18797","-65.86916","Las Piedras","PR","Puerto Rico","TRUE","","34964","401.8","72085","Las Piedras","{""72085"": 99.0, ""72069"": 1.0}","Las Piedras|Humacao","72085|72069","FALSE","FALSE","America/Puerto_Rico"
"00772","18.43048","-65.90377","Loiza","PR","Puerto Rico","TRUE","","17316","409.1","72087","LoÃ­za","{""72087"": 100}","LoÃ­za","72087","FALSE","FALSE","America/Puerto_Rico"
"00773","18.34073","-65.72756","Luquillo","PR","Puerto Rico","TRUE","","17716","283.8","72089","Luquillo","{""72089"": 100}","Luquillo","72089","FALSE","FALSE","America/Puerto_Rico"
"00775","18.31387","-65.28618","Culebra","PR","Puerto Rico","TRUE","","1186","39.3","72049","Culebra","{""72049"": 100}","Culebra","72049","FALSE","FALSE","America/Puerto_Rico"
